interaction_id,event_ts,customer_id,property_id,interaction_type,device,source,session_minutes,intent_sentiment
I000120792,2023-04-17,C002855,P003365,View,Mobile,App,7.3,
I000120793,2024-02-29,C000095,P003802,Inquiry,Desktop,App,11.9,0.535
I000120794,2023-11-06,C001317,P001620,Inquiry,Mobile,Web,8.9,-0.12
I000120795,2024-10-14,C006834,P004462,Inquiry,Mobile,Web,5.2,0.362
I000120796,2022-10-21,C003823,P000089,View,Mobile,Web,9.2,
I000120797,2024-03-18,C000966,P003781,View,Mobile,App,4.2,
I000120798,2024-09-27,C007551,P000194,View,Mobile,App,5.1,
I000120799,2024-01-17,C001567,P000607,Visit,Desktop,App,4.3,1.0
I000120800,2023-08-09,C000893,P002926,View,Mobile,Web,5.5,
I000120801,2022-12-10,C002706,P003820,Visit,Mobile,Web,5.0,0.859
I000120802,2024-11-07,C005710,P004320,Visit,Desktop,Web,9.1,0.141
I000120803,2024-09-07,C002360,P001993,Save,Mobile,App,3.8,
I000120804,2024-05-04,C001697,P001122,Inquiry,Mobile,Web,7.6,0.4
I000120805,2023-02-01,C005047,P004449,View,Mobile,App,9.2,
I000120806,2024-10-09,C007889,P002661,View,Mobile,Web,6.4,
I000120807,2024-11-04,C003718,P004244,Call,Mobile,Web,5.4,0.782
I000120808,2024-10-28,C000195,P002696,Call,Mobile,Web,8.8,0.724
I000120809,2024-08-04,C005302,P002332,Save,Mobile,Web,10.6,
I000120810,2023-07-14,C000077,P004409,Inquiry,Mobile,Web,11.1,0.981
I000120811,2023-08-08,C007255,P000285,View,Mobile,App,6.4,
I000120812,2023-07-28,C001662,P004248,View,Mobile,App,4.4,
I000120813,2023-06-29,C000823,P000648,View,Mobile,Web,7.5,
I000120814,2025-01-23,C007344,P004447,Call,Mobile,Web,4.5,0.256
I000120815,2024-01-30,C003904,P001839,Save,Mobile,App,4.5,
I000120816,2023-04-05,C002674,P003103,Save,Mobile,Web,5.2,
I000120817,2024-11-14,C000648,P000462,Save,Mobile,Web,8.5,
I000120818,2024-05-10,C000734,P003579,Save,Mobile,Web,3.7,
I000120819,2024-04-19,C006039,P000552,View,Mobile,Web,2.4,
I000120820,2024-05-30,C005555,P003126,View,Mobile,Web,7.1,
I000120821,2024-10-26,C003459,P004004,Inquiry,Mobile,Web,8.2,0.555
I000120822,2023-02-28,C003432,P003560,View,Desktop,Web,8.9,
I000120823,2024-05-03,C007645,P001081,View,Mobile,App,21.2,
I000120824,2024-06-09,C004964,P003871,View,Desktop,Web,3.4,
I000120825,2022-10-14,C004996,P002768,View,Desktop,App,5.7,
I000120826,2024-02-22,C006742,P003094,Save,Mobile,App,8.8,
I000120827,2024-05-10,C003197,P001944,Inquiry,Mobile,App,1.7,0.616
I000120828,2024-12-20,C000505,P000414,Call,Mobile,App,11.1,0.656
I000120829,2024-03-31,C001486,P002803,View,Mobile,Web,5.1,
I000120830,2024-02-27,C006093,P004127,Inquiry,Mobile,Web,5.5,0.793
I000120831,2024-12-19,C002541,P002200,View,Mobile,App,7.7,
I000120832,2024-09-19,C002192,P001313,Visit,Desktop,App,8.4,0.42
I000120833,2023-10-12,C006021,P001952,Save,Mobile,App,5.4,
I000120834,2024-07-23,C005434,P003979,View,Mobile,Web,10.5,
I000120835,2024-10-23,C006240,P002324,View,Mobile,App,4.1,
I000120836,2024-08-20,C005488,P001941,View,Mobile,Web,4.3,
I000120837,2024-06-30,C003876,P002332,Save,Desktop,App,10.6,
I000120838,2023-07-04,C006505,P002164,Save,Mobile,Web,5.8,
I000120839,2022-09-20,C004920,P000995,Save,Mobile,App,2.8,
I000120840,2024-11-08,C003919,P001407,Visit,Mobile,App,10.1,0.275
I000120841,2022-09-10,C000416,P001267,View,Desktop,App,10.2,
I000120842,2024-12-17,C003862,P001555,Inquiry,Mobile,App,5.5,
I000120843,2024-07-26,C000598,P004386,View,Desktop,Web,2.5,
I000120844,2023-08-16,C004966,P002492,Call,Mobile,Web,8.2,-0.223
I000120845,2024-11-15,C001532,P001806,View,Desktop,Web,5.1,
I000120846,2023-08-18,C001864,P004020,Call,Desktop,Web,10.7,0.086
I000120847,2023-09-16,C002184,P000919,View,Mobile,Web,6.3,
I000120848,2023-07-19,C004925,P001659,Offer,Desktop,App,22.9,0.404
I000120849,2022-07-07,C001721,P001447,View,Mobile,App,2.4,
I000120850,2023-12-12,C007713,P004141,Save,Mobile,Web,6.9,
I000120851,2023-08-05,C004769,P000404,View,Mobile,Web,9.3,
I000120852,2023-03-30,C003101,P000268,Call,Mobile,Web,14.4,0.594
I000120853,2024-07-09,C005754,P002406,Save,Mobile,Web,4.6,
I000120854,2024-07-14,C003388,P003833,Visit,Desktop,Web,7.1,
I000120855,2023-09-11,C001996,P002164,View,Mobile,App,6.5,
I000120856,2023-02-05,C007601,P000651,View,Mobile,Web,6.6,
I000120857,2024-03-30,C003258,P002191,Save,Mobile,App,9.1,
I000120858,2024-06-13,C007327,P000246,Visit,Desktop,Web,16.5,0.277
I000120859,2024-03-10,C000454,P001901,View,Desktop,App,4.9,
I000120860,2024-03-14,C006904,P002569,View,Desktop,Web,6.8,
I000120861,2024-03-06,C005413,P003307,Inquiry,Mobile,App,8.1,0.317
I000120862,2023-06-07,C001513,P004335,View,Desktop,Web,9.4,
I000120863,2024-02-17,C006175,P000465,View,Desktop,App,3.2,
I000120864,2023-12-24,C001127,P000206,View,Mobile,App,8.9,
I000120865,2022-11-03,C006220,P000967,View,Mobile,Web,9.7,
I000120866,2023-08-23,C004036,P001965,View,Desktop,App,5.7,
I000120867,2023-04-10,C005712,P001326,View,Mobile,Web,4.7,
I000120868,2023-06-29,C004838,P001632,View,Mobile,Web,14.7,
I000120869,2023-10-14,C007987,P002727,View,Mobile,App,11.7,
I000120870,2025-02-07,C003974,P003232,View,Mobile,Web,9.9,
I000120871,2023-05-23,C006159,P000031,View,Desktop,Web,3.5,
I000120872,2023-12-30,C006515,P003523,Inquiry,Desktop,Web,4.4,0.192
I000120873,2023-05-30,C001306,P001787,Save,Desktop,Web,6.2,
I000120874,2024-10-02,C007121,P001062,View,Mobile,Web,9.7,
I000120875,2024-04-29,C003064,P002654,Save,Mobile,App,7.7,
I000120876,2023-02-24,C002810,P000421,View,Mobile,Web,13.7,
I000120877,2024-06-09,C005093,P001872,View,Mobile,Web,7.8,
I000120878,2024-10-16,C002091,P002900,Save,Mobile,Web,7.7,
I000120879,2023-08-03,C003894,P001219,View,Mobile,App,9.3,
I000120880,2024-09-17,C006109,P002939,View,Mobile,App,5.3,
I000120881,2023-11-13,C005848,P004238,Save,Mobile,Web,14.5,
I000120882,2024-06-12,C006749,P002390,Inquiry,Mobile,Web,3.6,0.011
I000120883,2024-09-25,C002688,P001990,Call,Mobile,Web,14.1,0.601
I000120884,2023-06-04,C002501,P001167,View,Mobile,Web,4.7,
I000120885,2024-08-24,C002635,P001651,View,Mobile,Web,6.9,
I000120886,2024-02-24,C004488,P003050,View,Desktop,Web,8.6,
I000120887,2024-10-14,C003782,P003044,View,Desktop,App,14.0,
I000120888,2024-05-25,C002439,P001555,Save,Mobile,Web,11.4,
I000120889,2023-06-17,C000764,P002919,Save,Desktop,App,17.3,
I000120890,2023-02-21,C006087,P001507,View,Mobile,App,12.9,
I000120891,2024-08-01,C003467,P001704,Call,,Web,15.3,
I000120892,2024-11-17,C001486,P001627,View,Desktop,App,3.7,
I000120893,2024-02-27,C003436,P003674,Inquiry,Mobile,Web,5.5,1.0
I000120894,2024-11-07,C000350,P004285,Inquiry,Mobile,App,4.9,0.875
I000120895,2024-09-15,C004374,P001565,View,Mobile,App,8.3,
I000120896,2024-03-28,C001183,P003573,Inquiry,Mobile,Web,5.5,0.311
I000120897,2024-10-07,C001995,P002519,Inquiry,Desktop,App,3.9,0.307
I000120898,2023-03-09,C005161,P000160,Inquiry,Mobile,App,3.2,0.472
I000120899,2023-07-27,C007372,P003255,Visit,Mobile,Web,13.3,1.0
I000120900,2024-05-01,C000777,P003653,Inquiry,Mobile,App,21.3,0.383
I000120901,2023-01-09,C000261,P003968,View,Mobile,Web,5.8,
I000120902,2023-04-21,C002050,P002289,View,Mobile,Web,5.3,
I000120903,2024-02-27,C006753,P002985,View,Mobile,Web,8.5,
I000120904,2023-06-09,C007695,P001487,View,Desktop,App,8.0,
I000120905,2024-07-01,C001610,P002754,View,Mobile,Web,4.9,
I000120906,2024-08-30,C002650,P004443,View,Mobile,Web,3.0,
I000120907,2024-11-03,C001156,P003297,Inquiry,Mobile,App,12.6,
I000120908,2024-01-15,C003244,P004336,View,Mobile,Web,7.1,
I000120909,2023-03-07,C003826,P003559,View,Desktop,Web,3.9,
I000120910,2023-03-10,C005892,P000157,Save,Desktop,Web,6.5,
I000120911,2024-09-11,C005487,P000382,View,Mobile,App,9.4,
I000120912,2024-02-11,C000786,P003187,View,Desktop,App,9.7,
I000120913,2024-07-09,C005192,P000963,Visit,Mobile,Web,5.2,0.545
I000120914,2024-04-16,C002535,P000801,View,Mobile,App,5.8,
I000120915,2023-12-12,C001015,P001279,View,Mobile,Web,5.8,
I000120916,2023-08-12,C001425,P002395,Visit,Mobile,Web,6.0,0.536
I000120917,2023-07-16,C006027,P000418,Call,Mobile,Web,8.5,-0.017
I000120918,2024-08-04,C003629,P000172,View,Mobile,Web,12.9,
I000120919,2023-11-12,C005743,P004013,View,Mobile,App,5.6,
I000120920,2023-06-29,C003895,P003402,View,Mobile,Web,18.7,
I000120921,2024-03-10,C001790,P000138,Visit,Desktop,Web,12.7,1.0
I000120922,2024-08-25,C002569,P003636,Save,Mobile,App,20.1,
I000120923,2024-04-28,C007645,P001008,Offer,Desktop,Web,28.2,0.217
I000120924,2024-07-24,C005462,P000962,View,Desktop,App,5.1,
I000120925,2024-01-03,C002091,P000019,Inquiry,Mobile,App,4.7,0.644
I000120926,2024-09-25,C005212,P000193,Call,Mobile,Web,4.2,0.021
I000120927,2025-01-08,C002883,P003656,View,Mobile,App,5.7,
I000120928,2024-02-22,C006037,P003147,Visit,Desktop,App,4.1,0.224
I000120929,2024-04-06,C001030,P000789,View,Mobile,Web,9.3,
I000120930,2023-07-28,C005086,P001247,Save,Mobile,Web,6.6,
I000120931,2022-12-30,C005606,P001419,Inquiry,Mobile,App,4.8,1.0
I000120932,2022-07-14,C007392,P003564,Call,Mobile,Web,7.0,0.545
I000120933,2023-03-01,C004127,P002697,Call,Mobile,Web,11.8,0.529
I000120934,2023-04-08,C002187,P000544,View,Mobile,App,15.1,
I000120935,2023-02-05,C005831,P000321,Visit,Mobile,Web,9.2,
I000120936,2025-01-03,C007085,P000109,View,Mobile,Web,5.3,
I000120937,2023-12-14,C002483,P002906,Visit,Mobile,App,5.8,0.824
I000120938,2024-05-13,C000951,P004330,View,Desktop,App,8.0,
I000120939,2023-10-11,C002528,P000185,View,Mobile,App,12.0,
I000120940,2024-01-16,C003256,P000485,Save,Desktop,Web,13.0,
I000120941,2024-05-26,C000953,P001001,View,Mobile,Web,12.0,
I000120942,2023-02-28,C006131,P003541,View,Desktop,App,6.2,
I000120943,2023-05-01,C005060,P002872,View,Desktop,Web,7.7,
I000120944,2024-10-05,C005363,P002482,Inquiry,Mobile,Web,5.5,-0.183
I000120945,2024-05-13,C003491,P001768,View,Mobile,App,3.9,
I000120946,2024-07-07,C001491,P004424,Inquiry,Desktop,App,3.0,0.6
I000120947,2023-12-17,C006891,P002686,View,,App,3.5,
I000120948,2024-11-24,C003195,P003301,View,Mobile,App,6.8,
I000120949,2025-01-10,C007577,P000745,View,Desktop,Web,13.7,
I000120950,2023-09-11,C007089,P004159,View,Mobile,Web,4.8,
I000120951,2023-05-20,C007520,P000973,Visit,Mobile,Web,3.8,-0.135
I000120952,2024-07-14,C006725,P002331,View,Desktop,Web,16.4,
I000120953,2024-02-13,C006788,P001841,View,Mobile,App,4.7,
I000120954,2024-04-05,C002641,P001802,Call,Desktop,Web,4.9,0.668
I000120955,2024-09-10,C003177,P002167,View,Desktop,App,4.1,
I000120956,2023-08-10,C001550,P001660,View,Mobile,App,4.4,
I000120957,2024-08-16,C000200,P000836,Call,Desktop,Web,8.5,0.561
I000120958,2023-10-01,C005726,P000726,Save,Mobile,Web,9.3,
I000120959,2024-09-19,C002952,P003157,View,Mobile,App,4.6,
I000120960,2023-07-25,C005496,P003112,View,Mobile,Web,8.8,
I000120961,2024-02-13,C003672,P001445,Visit,Desktop,Web,4.8,0.434
I000120962,2024-11-28,C006580,P004173,Visit,Mobile,App,4.2,0.402
I000120963,2024-10-05,C002338,P000923,Call,Mobile,Web,15.4,0.112
I000120964,2024-10-01,C004374,P001207,View,Mobile,Web,7.0,
I000120965,2023-10-13,C002732,P002549,View,Mobile,Web,20.7,
I000120966,2023-10-07,C007224,P001561,View,Mobile,App,4.6,
I000120967,2024-08-20,C001427,P003383,View,Desktop,App,9.0,
I000120968,2023-05-25,C002903,P004497,View,Mobile,Web,7.0,
I000120969,2022-08-12,C003441,P003846,View,Mobile,App,6.6,
I000120970,2024-02-06,C005374,P003609,Inquiry,Mobile,Web,19.5,0.061
I000120971,2022-10-08,C004111,P003760,View,Mobile,App,9.3,
I000120972,2024-10-13,C000262,P003903,Call,Desktop,App,10.8,0.401
I000120973,2024-03-31,C002978,P004431,View,Desktop,Web,11.9,
I000120974,2023-09-14,C003361,P001038,Inquiry,Mobile,Web,5.2,-0.048
I000120975,2024-03-14,C004714,P001328,Inquiry,Mobile,Web,9.5,0.504
I000120976,2024-06-09,C003872,P000803,Call,Desktop,Web,8.6,0.575
I000120977,2024-05-02,C004937,P000542,View,Mobile,Web,3.8,
I000120978,2023-02-04,C007235,P002960,View,Desktop,App,5.1,
I000120979,2024-12-15,C005525,P002140,Save,Mobile,Web,6.9,
I000120980,2024-11-14,C005713,P003925,Inquiry,Mobile,Web,5.7,-0.408
I000120981,2023-08-27,C007833,P002426,View,Mobile,Web,5.4,
I000120982,2023-11-13,C003245,P001337,View,Mobile,Web,16.1,
I000120983,2023-10-15,C002503,P004447,Call,Mobile,Web,8.0,0.407
I000120984,2023-01-26,C005116,P000571,View,Mobile,Web,3.8,
I000120985,2023-05-14,C004997,P002795,Save,Mobile,App,19.3,
I000120986,2024-12-07,C002087,P003940,Visit,Mobile,Web,2.2,0.478
I000120987,2025-01-06,C003323,P002257,Visit,Desktop,Web,9.4,0.847
I000120988,2023-09-29,C003895,P002433,View,Desktop,App,12.7,
I000120989,2023-09-23,C002962,P002364,View,Desktop,App,19.3,
I000120990,2024-06-01,C007056,P002113,View,Desktop,Web,8.4,
I000120991,2024-02-15,C000709,P003482,Inquiry,Mobile,App,8.1,0.863
I000120992,2023-11-27,C002393,P002377,Save,Desktop,Web,9.4,
I000120993,2024-08-01,C004612,P003277,Inquiry,Mobile,Web,11.6,0.278
I000120994,2023-11-16,C002718,P001036,Save,Mobile,App,11.0,
I000120995,2023-10-26,C006023,P002795,View,Mobile,App,7.7,
I000120996,2024-08-25,C004079,P001200,Visit,Mobile,Web,14.0,0.321
I000120997,2024-03-25,C002908,P004235,View,Mobile,Web,11.0,
I000120998,2024-03-08,C006719,P001806,View,Desktop,Web,3.0,
I000120999,2023-10-19,C002056,P001868,Inquiry,Desktop,App,3.1,0.201
I000121000,2024-08-12,C004455,P000009,View,Mobile,Web,3.2,
I000121001,2024-10-03,C005379,P002666,View,Mobile,App,6.7,
I000121002,2023-08-04,C001329,P000076,View,Mobile,App,12.0,
I000121003,2022-11-19,C002397,P004215,Inquiry,Mobile,Web,8.2,0.353
I000121004,2022-10-31,C004606,P000431,View,Mobile,Web,6.3,
I000121005,2023-07-07,C004488,P002353,View,Mobile,Web,8.4,
I000121006,2023-08-20,C003539,P000240,View,Desktop,App,7.7,
I000121007,2024-07-29,C002835,P004286,Save,Mobile,Web,13.6,
I000121008,2023-07-12,C007207,P002564,Save,Desktop,Web,4.3,
I000121009,2024-12-09,C006577,P003535,Save,Desktop,App,9.9,
I000121010,2024-04-21,C006111,P003109,View,Desktop,Web,2.8,
I000121011,2023-09-12,C000362,P004384,Inquiry,Mobile,Web,14.9,0.123
I000121012,2024-09-29,C007152,P004049,View,Mobile,Web,8.2,
I000121013,2024-10-07,C004801,P002961,View,Mobile,Web,11.4,
I000121014,2024-03-10,C004887,P004365,Inquiry,Mobile,App,9.3,
I000121015,2022-10-02,C001083,P001417,Inquiry,Desktop,Web,10.2,0.606
I000121016,2023-11-29,C001262,P002884,Inquiry,Desktop,App,6.9,
I000121017,2023-08-31,C001875,P004364,Save,Desktop,Web,10.7,
I000121018,2024-04-11,C000883,P001206,Inquiry,Desktop,Web,8.4,0.404
I000121019,2024-12-30,C002746,P000451,View,Mobile,Web,6.1,
I000121020,2024-02-22,C003316,P003826,View,Desktop,Web,4.7,
I000121021,2024-02-27,C002309,P003799,Call,Mobile,App,4.7,0.412
I000121022,2024-11-04,C001338,P003362,View,Mobile,Web,5.8,
I000121023,2024-05-28,C007623,P002080,View,Mobile,Web,6.7,
I000121024,2024-10-18,C002999,P004235,View,Desktop,Web,6.5,
I000121025,2024-11-10,C000760,P003257,Call,Mobile,App,4.8,0.56
I000121026,2024-11-08,C006429,P000041,View,Mobile,App,17.3,
I000121027,2025-01-11,C007413,P003811,View,Desktop,App,4.2,
I000121028,2024-10-09,C007496,P003712,Call,Mobile,Web,7.9,0.318
I000121029,2024-06-05,C000818,P003611,View,Mobile,App,11.7,
I000121030,2024-06-03,C002785,P001554,View,Mobile,App,6.6,
I000121031,2024-07-28,C000109,P002456,Visit,Mobile,Web,5.2,0.23
I000121032,2024-08-15,C003250,P002475,View,Mobile,Web,2.5,
I000121033,2024-12-09,C001168,P001991,Call,Mobile,App,6.8,0.337
I000121034,2023-09-23,C000247,P000248,View,Mobile,Web,8.9,
I000121035,2023-12-06,C003397,P002798,View,Mobile,Web,9.8,
I000121036,2023-07-26,C001974,P001090,View,Mobile,App,10.2,
I000121037,2024-01-28,C005282,P001716,Save,Mobile,App,10.5,
I000121038,2023-12-01,C006853,P004483,Visit,Mobile,App,2.9,0.966
I000121039,2024-06-21,C006083,P004104,View,Mobile,Web,11.6,
I000121040,2023-08-31,C000975,P002366,Inquiry,Mobile,App,4.5,0.266
I000121041,2024-07-16,C006206,P002092,View,Desktop,Web,8.5,
I000121042,2024-09-05,C005402,P001172,View,Mobile,App,3.8,
I000121043,2024-11-11,C001225,P004400,View,Mobile,App,4.7,
I000121044,2023-05-08,C006428,P001175,View,Mobile,App,11.4,
I000121045,2024-09-27,C004245,P004299,Visit,Mobile,App,6.7,0.712
I000121046,2024-08-04,C006028,P000582,View,Desktop,Web,14.4,
I000121047,2023-05-29,C000084,P000683,View,Desktop,App,13.3,
I000121048,2023-12-30,C007520,P003473,View,Mobile,Web,7.8,
I000121049,2023-11-11,C006568,P002561,Save,Desktop,App,11.7,
I000121050,2024-12-20,C004881,P000933,Call,Mobile,Web,11.3,0.09
I000121051,2023-11-22,C007762,P002021,Save,Mobile,App,12.1,
I000121052,2024-03-10,C005993,P003169,View,Mobile,Web,3.7,
I000121053,2024-11-05,C003908,P001975,View,Mobile,Web,6.3,
I000121054,2024-05-28,C006615,P003025,View,Mobile,Web,10.7,
I000121055,2024-02-11,C001451,P003754,View,Mobile,Web,6.3,
I000121056,2024-09-11,C005609,P002761,View,Mobile,Web,15.9,
I000121057,2023-05-23,C000654,P001602,Save,Desktop,Web,6.4,
I000121058,2024-08-12,C000034,P001280,Visit,Mobile,Web,7.2,
I000121059,2023-03-16,C004603,P002789,Inquiry,Desktop,Web,4.5,0.848
I000121060,2024-01-06,C006674,P000403,View,Mobile,App,12.7,
I000121061,2022-08-12,C002562,P003839,View,Mobile,App,4.5,
I000121062,2024-05-17,C000306,P003548,View,Mobile,App,4.5,
I000121063,2023-09-22,C005236,P000720,View,Mobile,App,6.6,
I000121064,2023-05-04,C001034,P002599,View,Desktop,App,4.4,
I000121065,2024-02-26,C001413,P002346,Inquiry,Mobile,App,5.9,0.118
I000121066,2023-11-06,C004550,P002554,View,Desktop,App,13.0,
I000121067,2022-06-23,C003492,P003806,Save,Mobile,Web,7.9,
I000121068,2022-05-29,C001246,P002167,Save,Mobile,App,7.3,
I000121069,2024-09-03,C001195,P003577,Call,Mobile,App,5.7,0.595
I000121070,2023-12-13,C001187,P001795,View,Mobile,Web,10.8,
I000121071,2023-03-12,C007391,P002146,View,Mobile,Web,7.2,
I000121072,2024-08-04,C007355,P000262,View,Mobile,Web,3.5,
I000121073,2024-07-23,C003569,P002331,Call,Mobile,Web,9.2,0.28
I000121074,2023-12-10,C000357,P001270,Inquiry,Mobile,Web,18.7,0.48
I000121075,2023-04-17,C005019,P003786,View,Mobile,Web,6.4,
I000121076,2024-09-11,C006757,P003563,View,Mobile,Web,7.2,
I000121077,2023-12-16,C005692,P000472,Visit,Desktop,Web,10.2,0.87
I000121078,2023-09-20,C005206,P001558,Save,Mobile,App,13.8,
I000121079,2024-09-27,C006413,P001816,View,Mobile,Web,5.7,
I000121080,2024-05-23,C001514,P000166,View,Mobile,App,5.0,
I000121081,2023-05-21,C005968,P000031,View,Mobile,Web,11.7,
I000121082,2023-02-10,C001515,P002551,View,Mobile,Web,1.8,
I000121083,2023-12-09,C006047,P002761,View,Mobile,Web,4.5,
I000121084,2023-02-07,C003198,P002935,Visit,Mobile,Web,15.6,-0.076
I000121085,2023-12-24,C000223,P003991,Offer,Mobile,Web,13.9,0.497
I000121086,2023-12-12,C000388,P002214,Save,Mobile,App,5.0,
I000121087,2023-12-29,C007120,P002369,Save,Mobile,App,8.5,
I000121088,2023-09-24,C000754,P002162,Visit,Mobile,App,2.9,0.46
I000121089,2024-05-02,C007242,P002634,Call,Desktop,Web,7.1,
I000121090,2023-01-02,C007940,P002803,Visit,Mobile,App,4.7,0.687
I000121091,2024-04-03,C007067,P003845,Visit,Desktop,Web,9.4,0.898
I000121092,2023-06-29,C005240,P000398,Save,Desktop,Web,19.5,
I000121093,2024-02-15,C003506,P003628,View,Mobile,App,4.5,
I000121094,2024-04-01,C004367,P000546,Inquiry,Mobile,App,4.0,0.394
I000121095,2024-09-07,C004738,P002353,View,Mobile,Web,4.9,
I000121096,2024-06-06,C002137,P000562,View,Mobile,Web,16.0,
I000121097,2024-11-08,C007330,P003660,Call,Desktop,App,9.9,0.231
I000121098,2024-03-26,C000229,P004038,View,Mobile,Web,7.4,
I000121099,2023-09-02,C004076,P002755,Visit,Mobile,App,14.2,0.449
I000121100,2024-08-23,C003855,P002802,View,Mobile,Web,2.2,
I000121101,2024-07-28,C004046,P001927,View,Mobile,Web,2.6,
I000121102,2023-12-11,C001979,P002571,View,Mobile,Web,9.8,
I000121103,2024-12-29,C006675,P004021,Offer,Mobile,App,5.1,0.673
I000121104,2024-11-14,C007662,P002640,View,Desktop,Web,5.3,
I000121105,2023-10-19,C005620,P000399,Call,Desktop,Web,3.5,0.133
I000121106,2024-12-09,C004742,P000678,Save,Desktop,Web,5.9,
I000121107,2023-04-25,C004586,P001676,View,Mobile,App,18.2,
I000121108,2024-11-03,C003102,P004051,View,Desktop,Web,15.4,
I000121109,2023-06-26,C007106,P003851,View,Mobile,Web,4.7,
I000121110,2023-03-06,C000410,P003938,View,Mobile,App,10.5,
I000121111,2023-09-21,C006644,P000568,Save,Mobile,App,8.1,
I000121112,2022-04-29,C004411,P001440,View,Mobile,App,6.1,
I000121113,2023-01-23,C005385,P000684,View,Desktop,App,16.2,
I000121114,2023-03-07,C001671,P001853,View,Desktop,Web,8.6,
I000121115,2024-05-18,C003773,P002961,View,Mobile,Web,6.9,
I000121116,2022-06-03,C005980,P003015,Inquiry,Desktop,App,13.2,-0.141
I000121117,2024-04-23,C002795,P001248,Call,Desktop,Web,3.3,-0.137
I000121118,2024-06-11,C004182,P001114,Call,Mobile,App,13.2,0.336
I000121119,2024-06-25,C000578,P003948,View,Desktop,App,5.2,
I000121120,2023-01-17,C001108,P002656,View,Desktop,Web,4.8,
I000121121,2023-11-07,C004049,P002612,Call,Desktop,Web,19.0,-0.066
I000121122,2023-01-05,C003045,P002023,Inquiry,Desktop,Web,4.3,1.0
I000121123,2023-12-03,C002503,P003994,View,Mobile,App,12.0,
I000121124,2024-10-29,C003866,P003016,Save,Mobile,App,4.9,
I000121125,2023-07-28,C005565,P001995,View,Mobile,Web,6.2,
I000121126,2024-05-28,C002697,P002908,View,Mobile,App,6.3,
I000121127,2023-03-25,C002952,P003696,View,Desktop,App,7.5,
I000121128,2022-05-26,C005634,P002832,View,Mobile,Web,4.9,
I000121129,2023-10-16,C003335,P003547,Inquiry,Desktop,Web,11.9,-0.193
I000121130,2024-06-20,C006311,P002065,Save,Mobile,Web,7.7,
I000121131,2024-03-05,C006293,P000949,Visit,Mobile,Web,5.6,0.014
I000121132,2024-03-11,C005788,P003834,View,Mobile,Web,7.1,
I000121133,2023-02-26,C000756,P002747,Save,Mobile,Web,9.3,
I000121134,2023-10-11,C001771,P003591,Inquiry,Mobile,Web,20.5,
I000121135,2024-12-24,C000899,P003963,View,Mobile,App,9.0,
I000121136,2024-05-08,C002693,P000217,Inquiry,Mobile,Web,7.2,0.533
I000121137,2022-09-12,C003423,P003246,Call,Mobile,Web,8.3,1.0
I000121138,2023-12-03,C004636,P002668,Inquiry,Mobile,Web,4.0,
I000121139,2024-03-14,C005846,P004248,Save,Mobile,App,7.6,
I000121140,2024-11-28,C001388,P000816,Inquiry,Desktop,App,6.4,0.241
I000121141,2023-04-02,C000987,P004391,View,Mobile,App,15.6,
I000121142,2024-06-01,C005324,P002858,View,Mobile,Web,6.8,
I000121143,2024-04-17,C006671,P003322,View,Mobile,Web,11.9,
I000121144,2023-12-06,C007444,P002305,View,Mobile,Web,11.4,
I000121145,2025-01-23,C004496,P003647,Inquiry,Desktop,Web,12.1,0.705
I000121146,2024-06-13,C004510,P000447,Visit,Mobile,Web,9.7,-0.365
I000121147,2023-10-16,C006619,P001152,Call,Mobile,App,6.2,0.592
I000121148,2023-03-31,C007590,P001929,View,Mobile,Web,6.5,
I000121149,2023-06-29,C004031,P000062,Visit,Mobile,App,5.4,
I000121150,2023-05-12,C002257,P001673,Inquiry,Mobile,Web,13.3,0.705
I000121151,2023-04-20,C001144,P001351,Save,Mobile,App,5.6,
I000121152,2024-04-05,C000255,P003799,Inquiry,Mobile,Web,6.4,0.316
I000121153,2024-05-27,C002529,P001047,Call,Desktop,Web,4.9,0.359
I000121154,2024-12-16,C003594,P004229,View,Mobile,App,23.2,
I000121155,2024-06-02,C000288,P004018,View,Mobile,Web,5.7,
I000121156,2024-07-21,C005629,P002651,Inquiry,Mobile,Web,10.6,0.364
I000121157,2023-10-07,C006614,P000405,View,Mobile,App,11.9,
I000121158,2023-05-08,C007763,P004427,Inquiry,Mobile,Web,8.4,-0.132
I000121159,2024-05-26,C002515,P001453,Offer,Desktop,Web,4.8,0.145
I000121160,2024-04-17,C004353,P000977,Inquiry,Mobile,Web,5.2,
I000121161,2023-10-25,C001932,P002100,Offer,Mobile,Web,2.7,0.337
I000121162,2024-08-23,C003649,P003653,Save,Mobile,Web,8.5,
I000121163,2024-12-25,C004529,P002656,View,Mobile,App,11.7,
I000121164,2024-10-17,C000640,P000747,View,Desktop,App,7.9,
I000121165,2024-08-13,C004049,P001309,Save,Mobile,Web,5.5,
I000121166,2024-02-10,C001828,P003603,Inquiry,Desktop,Web,6.4,0.063
I000121167,2022-12-01,C004809,P002972,View,Mobile,App,18.2,
I000121168,2024-10-14,C004405,P000529,View,Mobile,App,8.5,
I000121169,2024-05-22,C002985,P004007,View,Desktop,App,6.5,
I000121170,2024-07-27,C003383,P003598,Visit,Mobile,Web,7.9,-0.404
I000121171,2023-04-30,C002370,P001149,Call,Mobile,Web,5.8,0.616
I000121172,2024-12-12,C001726,P001760,Inquiry,Mobile,App,13.5,0.702
